name,smiles
Itraconazole,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1
Phenprocoumon,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
Etiracetam,CCC(N1CCCC1=O)C(N)=O
Ethchlorvynol,CCC(O)(\C=C\Cl)C#C
Methadyl acetate,CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
Imagabalin,CCC[C@@H](C)C[C@H](N)CC(O)=O
Brivaracetam,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1
Prajmaline,CCC[N@@+]12[C@H]3C[C@]45[C@H](O)[C@H]3[C@@H](C[C@H]1[C@@H]4N(C)C1=C5C=CC=C1)[C@H](CC)[C@H]2O
Methylphenobarbital,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1
Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1
Reposal,CCC1(C(=O)NC(=O)NC1=O)C1=CC2CCC(C2)C1
Cyclobarbital,CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1
Heptabarbital,CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1
Primidone,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1
Paramethadione,CCC1(C)OC(=O)N(C)C1=O
Metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O
Barbital,CCC1(CC)C(=O)NC(=O)NC1=O
Pyrithyldione,CCC1(CC)C(=O)NC=CC1=O
Methyprylon,CCC1(CC)C(=O)NCC(C)C1=O
Glutethimide,CCC1(CCC(=O)NC1=O)C1=CC=CC=C1
Amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
Meptazinol,CCC1(CCCCN(C)C1)C1=CC(O)=CC=C1
Mephenytoin,CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1
Pyrimethamine,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1
Glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O
Molindone,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2
Robenacoxib,CCC1=CC(CC(O)=O)=C(NC2=C(F)C(F)=CC(F)=C2F)C=C1
Tofogliflozin,CCC1=CC=C(CC2=CC=C3CO[C@]4(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C3=C2)C=C1
Pioglitazone,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
Saprisartan,CCC1=NC(C2CC2)=C(N1CC1=CC2=C(OC(=C2Br)C2=CC=CC=C2NS(=O)(=O)C(F)(F)F)C=C1)C(N)=O
Nefazodone,CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1
Tofisopam,CCC1C2=CC(OC)=C(OC)C=C2C(=NN=C1C)C1=CC(OC)=C(OC)C=C1
Butaperazine,CCCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1
Carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
Meprobamate,CCCC(C)(COC(N)=O)COC(N)=O
Vinylbital,CCCC(C)C1(C=C)C(=O)NC(=O)NC1=O
Pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
Thiopental,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
Secobarbital,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
Thiamylal,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O
Valpromide,CCCC(CCC)C(N)=O
Valproic acid,CCCC(CCC)C(O)=O
Pecilocin,CCCC[C@@H](O)\C=C(/C)\C=C\C=C\C(=O)N1CCCC1=O
Buformin,CCCC\N=C(/N)N=C(N)N
Adipiplon,CCCC1=C(CN2C=CN=C2C2=C(F)C=CC=N2)N=CN2N=C(C)N=C12
Calanolide A,CCCC1=CC(=O)OC2=C1C1=C(C=CC(C)(C)O1)C1=C2[C@@H](O)[C@H](C)[C@@H](C)O1
Tetrahydrocannabivarin,CCCC1=CC(O)=C2[C@@H]3C=C(C)CC[C@H]3C(C)(C)OC2=C1
Olmesartan,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O
Telmisartan,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O
Valsartan,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O
Hexetidine,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
Pentamycin,CCCCC[C@@H](O)[C@@H]1[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)[C@@H](O)[C@H](O)\C(C)=C\C=C\C=C\C=C\C=C\[C@H](O)[C@@H](C)OC1=O
Butobarbital,CCCCC1(CC)C(=O)NC(=O)NC1=O
Losartan,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
Eprosartan,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O
Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
Oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1
Phenylbutazone,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1
Mofebutazone,CCCCC1C(=O)NN(C1=O)C1=CC=CC=C1
Cannabidiol,CCCCCC1=CC(O)=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=C1
Perphenazine enanthate,CCCCCCC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
Unoprostone,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O
Capric acid,CCCCCCCCCC(O)=O
Testosterone undecanoate,CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
Aripiprazole lauroxil,CCCCCCCCCCCC(=O)OCN1C(=O)CCC2=CC=C(OCCCCN3CCN(CC3)C3=C(Cl)C(Cl)=CC=C3)C=C12
Miltefosine,CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C
Ibutilide,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
Dabigatran etexilate,CCCCCCOC(=O)\N=C(\N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=NC=CC=C3)N2C)C=C1
Micafungin,CCCCCOC1=CC=C(C=C1)C1=CC(=NO1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC(OS(O)(=O)=O)=C(O)C=C1)[C@H](O)CC(N)=O
Bunaftine,CCCCN(CCN(CC)CC)C(=O)C1=C2C=CC=CC2=CC=C1
Levobupivacaine,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
Bupivacaine,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
Tolbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1
Carbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(N)C=C1
Tetracaine,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
Oxybuprocaine,CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC
Dyclonine,CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1
Pramocaine,CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1
Cinchocaine,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC
Febarbamate,CCCCOCC(CN1C(=O)NC(=O)C(CC)(C1=O)C1=CC=CC=C1)OC(N)=O
Captodiame,CCCCSC1=CC=C(C=C1)C(SCCN(C)C)C1=CC=CC=C1
Probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
Ropivacaine,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
Chlorpropamide,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1
Articaine,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC
Prilocaine,CCCNC(C)C(=O)NC1=CC=CC=C1C
Macitentan,CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1
Propanidid,CCCOC(=O)CC1=CC(OC)=C(OCC(=O)N(CC)CC)C=C1
AZD-3043,CCCOC(=O)CC1=CC=C(OCC(=O)N(CC)CC)C(OCC)=C1
Vemurafenib,CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C(F)C=C1
Ticagrelor,CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1
Zaleplon,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N
Entacapone,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N
Milnacipran,CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1
Diethylpropion,CCN(CC)C(C)C(=O)C1=CC=CC=C1
Lidocaine,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
Nizofenone,CCN(CC)CC1=NC=CN1C1=C(C=C(C=C1)N(=O)=O)C(=O)C1=CC=CC=C1Cl
Aprindine,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1
Chlorproethazine,CCN(CC)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
Bietaserpine,CCN(CC)CCN1C2=CC(OC)=CC=C2C2=C1[C@H]1C[C@H]3[C@H](C[C@@H](OC(=O)C4=CC(OC)=C(OC)C(OC)=C4)[C@H](OC)[C@H]3C(=O)OC)CN1CC2
Sunitinib,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C
Tiapride,CCN(CC)CCNC(=O)C1=CC(=CC=C1OC)S(C)(=O)=O
Metoclopramide,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC
Procainamide,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1
Naftidrofuryl,CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=CC=CC2=C1C=CC=C2
Benactyzine,CCN(CC)CCOC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
Chloroprocaine,CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1
Procaine benzylpenicillin,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O
Gallamine,CCN(CC)CCOC1=CC=CC(OCCN(CC)CC)=C1OCCN(CC)CC
Alverine,CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1
Netilmicin,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O
Dorzolamide,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
Etoperidone,CCN1C(=O)N(CCCN2CCN(CC2)C2=CC=CC(Cl)=C2)N=C1CC
Ethotoin,CCN1C(=O)NC(C1=O)C1=CC=CC=C1
Ethadione,CCN1C(=O)OC(C)(C)C1=O
Rosoxacin,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1
Nalidixic acid,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2
Pefloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1
Norfloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1
Enoxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1
Lomefloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12
Oxolinic acid,CCN1C=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12
Pipemidic acid,CCN1C=C(C(O)=O)C(=O)C2=CN=C(N=C12)N1CCNCC1
Sulfacytine,CCN1C=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC1=O
Raclopride,CCN1CCC[C@H]1CNC(=O)C1=C(O)C(Cl)=CC(Cl)=C1OC
Remoxipride,CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC
Levosulpiride,CCN1CCC[C@H]1CNC(=O)C1=CC(=CC=C1OC)S(N)(=O)=O
Sulpiride,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O
Amisulpride,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC
Sultopride,CCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(=O)(=O)CC
Enrofloxacin,CCN1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O
Blonanserin,CCN1CCN(CC1)C1=NC2=C(CCCCCC2)C(=C1)C1=CC=C(F)C=C1
Cinoxacin,CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12
Alfentanil,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O
Bimatoprost,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1
Fenfluramine,CCNC(C)CC1=CC=CC(=C1)C(F)(F)F
Methylenedioxyethamphetamine,CCNC(C)CC1=CC2=C(OCO2)C=C1
Tiletamine,CCNC1(CCCCC1=O)C1=CC=CS1
Fenozolone,CCNC1=NC(=O)C(O1)C1=CC=CC=C1
Etifoxine,CCNC1=NC2=CC=C(Cl)C=C2C(C)(O1)C1=CC=CC=C1
Fencamfamin,CCNC1C2CCC(C2)C1C1=CC=CC=C1
Etilefrine,CCNCC(O)C1=CC=CC(O)=C1
Diethylnorspermine,CCNCCCNCCCNCCCNCC
Tilidine,CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)C1=CC=CC=C1
Propenidazole,CCOC(=O)C(=C\C1=NC=C(N1C)[N+]([O-])=O)\C(C)=O
Ethyl biscoumacetate,CCOC(=O)C(C1=C(O)C2=CC=CC=C2OC1=O)C1=C(O)C2=CC=CC=C2OC1=O
Meperidine,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
Diphenoxylate,CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
Phenoperidine,CCOC(=O)C1(CCN(CCC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1
Anileridine,CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1
Tinoridine,CCOC(=O)C1=C(N)SC2=C1CCN(CC1=CC=CC=C1)C2
Tricaine,CCOC(=O)C1=CC(N)=CC=C1
Benzocaine,CCOC(=O)C1=CC=C(N)C=C1
Gabexate,CCOC(=O)C1=CC=C(OC(=O)CCCCCNC(N)=N)C=C1
Etomidate,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1
Ximelagatran,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O)C1CCCCC1
Cloricromen,CCOC(=O)COC1=CC=C2C(C)=C(CCN(CC)CC)C(=O)OC2=C1Cl
Carbocromen,CCOC(=O)COC1=CC2=C(C=C1)C(C)=C(CCN(CC)CC)C(=O)O2
Loratadine,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
Ezogabine,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1
Tiracizine,CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CN(C)C)C=C1
Ethacizine,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN(CC)CC)C=C1
Moricizine,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1
Cadralazine,CCOC(=O)NNC1=NN=C(C=C1)N(CC)CC(C)O
Remogliflozin etabonate,CCOC(=O)OC[C@H]1O[C@@H](OC2=NN(C(C)C)C(C)=C2CC2=CC=C(OC(C)C)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
Urethane,CCOC(N)=O
Repaglinide,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O
Ethenzamide,CCOC1=C(C=CC=C1)C(N)=O
Tritoqualine,CCOC1=C(OCC)C(OCC)=C(N)C2=C1C(OC2=O)C1N(C)CCC2=CC3=C(OCO3)C(OC)=C12
Cinitapride,CCOC1=CC(N)=C(C=C1C(=O)NC1CCN(CC2CCC=CC2)CC1)[N+]([O-])=O
Mosapride,CCOC1=CC(N)=C(Cl)C=C1C(=O)NCC1CN(CC2=CC=C(F)C=C2)CCO1
Dapagliflozin,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1
Luseogliflozin,CCOC1=CC=C(CC2=CC([C@@H]3S[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C(OC)C=C2C)C=C1
Sotagliflozin,CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@@H]2O[C@H](SC)[C@@H](O)[C@H](O)[C@H]2O)C=C1
Ertugliflozin,CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)C=C1
Sulfaethoxypyridazine,CCOC1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=N1
Fabomotizole,CCOC1=CC=C2NC(SCCN3CCOCC3)=NC2=C1
Viloxazine,CCOC1=CC=CC=C1OCC1CNCCO1
Tamsulosin,CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O
Ethoxzolamide,CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O
Candesartan cilexetil,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1
Azilsartan medoxomil,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1
Candesartan,CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1
Diethyl ether,CCOCC
Bilastine,CCOCCN1C(=NC2=CC=CC=C12)C1CCN(CCC2=CC=C(C=C2)C(C)(C)C(O)=O)CC1
Coumaphos,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2
Tinidazole,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O
S-Ethylisothiourea,CCSC(N)=N
Thiethylperazine,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1
Chloroform,ClC(Cl)Cl
Trichloroethylene,ClC=C(Cl)Cl
Ziprasidone,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1
Brilaroxazine,ClC1=C(Cl)C(=CC=C1)N1CCN(CCCCOC2=CC=C3OCC(=O)NC3=C2)CC1
Tizanidine,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1
m-Chlorophenylpiperazine,ClC1=CC(=CC=C1)N1CCNCC1
Haloprogin,ClC1=CC(Cl)=C(Cl)C=C1OCC#CI
Miconazole,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
Moclobemide,ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1
Clorindione,ClC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O
Pyrrobutamine,ClC1=CC=C(CC(=CCN2CCCC2)C2=CC=CC=C2)C=C1
Rivaroxaban,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O
Trazodone,ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1
Clonidine,ClC1=CC=CC(Cl)=C1NC1=NCCN1
Clotrimazole,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1
Desloratadine,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1
Mosapramine,ClC1=CC2=C(CCC3=CC=CC=C3N2CCCN2CCC3(CC2)N2CCCCC2NC3=O)C=C1
Chlorzoxazone,ClC1=CC2=C(OC(=O)N2)C=C1
Amoxapine,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1
Piclozotan,ClC1=COC2=CC=CC=C2C(=O)N1CCCCN1CCC(=CC1)C1=CC=CC=N1
MK-212,ClC1=NC(=CN=C1)N1CCNCC1
Beclamide,ClCCC(=O)NCC1=CC=CC=C1
Cyclophosphamide,ClCCN(CCCl)P1(=O)NCCCO1
Osanetant,CN(C(C)=O)C1(CCN(CCC[C@@]2(CCCN(C2)C(=O)C2=CC=CC=C2)C2=CC(Cl)=C(Cl)C=C2)CC1)C1=CC=CC=C1
Indiplon,CN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C(=O)C1=CC=CS1
Amitriptylinoxide,CN(C)(=O)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12
Imipramine oxide,CN(C)(=O)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
Dapoxetine,CN(C)[C@@H](CCOC1=CC=CC2=CC=CC=C12)C1=CC=CC=C1
Metformin,CN(C)C(=N)NC(N)=N
Edoxaban,CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)NC2=NC=C(Cl)C=C2)[C@@H](C1)NC(=O)C1=NC2=C(CN(C)CC2)S1
Loperamide,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
Zolpidem,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1
Cariprazine,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2=C(Cl)C(Cl)=CC=C2)CC1
Zimelidine,CN(C)C\C=C(\C1=CC=C(Br)C=C1)C1=CC=CN=C1
Desvenlafaxine,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1
Medifoxamine,CN(C)CC(OC1=CC=CC=C1)OC1=CC=CC=C1
Dexbrompheniramine,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1
Dexchlorpheniramine,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1
Dosulepin,CN(C)CC\C=C1/C2=CC=CC=C2CSC2=CC=CC=C12
Chlorprothixene,CN(C)CC\C=C1\C2=CC=CC=C2SC2=CC=C(Cl)C=C12
Brompheniramine,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1
Chlorpheniramine,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
Pheniramine,CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1
Escitalopram,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
Melitracen,CN(C)CCC=C1C2=CC=CC=C2C(C)(C)C2=CC=CC=C12
Cyclobenzaprine,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12
Amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12
Psilocybin,CN(C)CCC1=CNC2=C1C(OP(O)(O)=O)=CC=C2
Almotriptan,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2
Bufotenine,CN(C)CCC1=CNC2=C1C=C(O)C=C2
Zolmitriptan,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12
Dimethyltryptamine,CN(C)CCC1=CNC2=CC=CC=C12
Citalopram,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
Iprindole,CN(C)CCCN1C2=C(CCCCCC2)C2=CC=CC=C12
Dimetacrine,CN(C)CCCN1C2=CC=CC=C2C(C)(C)C2=CC=CC=C12
Clomipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2
Imipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
Acepromazine,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O
Triflupromazine,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F
Chlorpromazine,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
Prothipendyl,CN(C)CCCN1C2=CC=CC=C2SC2=C1N=CC=C2
Promazine,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12
Cerlapirdine,CN(C)CCCOC1=CC=C2NN=C(C2=C1)S(=O)(=O)C1=C2C=CC=CC2=CC=C1
Benzydamine,CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12
Chloropyramine,CN(C)CCN(CC1=CC=C(Cl)C=C1)C1=CC=CC=N1
Tripelennamine,CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1
Methapyrilene,CN(C)CCN(CC1=CC=CS1)C1=NC=CC=C1
Dibenzepin,CN(C)CCN1C2=CC=CC=C2N(C)C2=CC=CC=C2C1=O
Talastine,CN(C)CCN1N=C(CC2=CC=CC=C2)C2=CC=CC=C2C1=O
Deanol,CN(C)CCO
Eplivanserin,CN(C)CCO\N=C(\C=C\C1=CC=C(O)C=C1)/C1=CC=CC=C1F
Chlorphenoxamine,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
Doxylamine,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1
Carbinoxamine,CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
Diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
Orphenadrine,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C
Zotepine,CN(C)CCOC1=CC2=CC=CC=C2SC2=CC=C(Cl)C=C12
Thiothixene,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1
